                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.4055,                0.81539,                 1.2292,                0.77915,                0.45266,                0.55557,                0.23397,                 2.0206,                 2.6025,                 1.8096,              0.0010505,              0.0010505,              0.0010505
                     36,                  1.299,                 0.7788,                 1.1672,                0.61266,                0.44595,                0.39152,                0.15572,                 2.2282,                 3.6447,                 1.9828,              0.0010487,              0.0010487,              0.0010487
                     37,                 1.2621,                0.86076,                 1.1635,                0.61266,                0.44595,                0.39152,                0.15572,                 2.2282,                 3.6447,                 1.9828,              0.0010468,              0.0010468,              0.0010468
                     38,                 1.3776,                0.91069,                 1.1567,                0.73592,                0.69569,                0.70241,                0.28051,                 2.1308,                 1.8195,                 1.9002,               0.001045,               0.001045,               0.001045
                     39,                 1.4495,                0.95291,                 1.2081,                0.50349,                0.60098,                0.59042,                0.21593,                 2.1065,                 2.5604,                 1.8105,              0.0010432,              0.0010432,              0.0010432
                     40,                 1.2517,                0.79166,                 1.1775,                0.54448,                0.53202,                0.54963,                0.31008,                 1.6252,                 3.8616,                 1.4662,              0.0010413,              0.0010413,              0.0010413
                     41,                 1.2033,                0.85736,                 1.1338,                0.54448,                0.53202,                0.54963,                0.31008,                 1.6252,                 3.8616,                 1.4662,              0.0010395,              0.0010395,              0.0010395
                     42,                  1.256,                0.70365,                 1.1236,                 0.2694,                 0.2942,                 0.0969,                0.05545,                 2.1636,                 12.605,                 2.4804,              0.0010377,              0.0010377,              0.0010377
                     43,                 1.2124,                0.74927,                 1.1073,                0.40471,                  0.419,                0.21664,                0.11912,                 2.3936,                 13.433,                 3.1441,              0.0010358,              0.0010358,              0.0010358
                     44,                 1.3153,                0.79499,                 1.1773,                0.75328,                  0.516,                0.54957,                0.30226,                  1.992,                 15.148,                 2.2426,               0.001034,               0.001034,               0.001034
                     45,                 1.2522,                0.74599,                 1.1261,                0.75328,                  0.516,                0.54957,                0.30226,                  1.992,                 15.148,                 2.2426,              0.0010322,              0.0010322,              0.0010322
                     46,                 1.1373,                 0.6148,                 1.0992,                0.64543,                0.64671,                0.59643,                 0.3533,                 1.8175,                 11.636,                 1.8495,              0.0010303,              0.0010303,              0.0010303
                     47,                 1.2347,                0.67388,                 1.1263,                0.87702,                0.86205,                0.96564,                0.54339,                 1.5807,                 2.0141,                 1.4786,              0.0010285,              0.0010285,              0.0010285
                     48,                 1.2585,                0.63139,                 1.1676,                0.94417,                0.90789,                0.97081,                0.60585,                  1.393,                 1.0079,                 1.3098,              0.0010267,              0.0010267,              0.0010267
                     49,                 1.2134,                 0.6653,                 1.1451,                0.94417,                0.90789,                0.97081,                0.60585,                  1.393,                 1.0079,                 1.3098,              0.0010248,              0.0010248,              0.0010248
                     50,                 1.3262,                0.69133,                 1.1278,                0.91136,                0.90118,                0.96865,                 0.6073,                 1.3527,                0.95926,                 1.2478,               0.001023,               0.001023,               0.001023
                     51,                 1.3886,                0.73594,                 1.2145,                0.91842,                0.93016,                0.97921,                0.65679,                  1.208,                0.81118,                 1.1474,              0.0010212,              0.0010212,              0.0010212
                     52,                 1.2257,                 0.6615,                 1.1007,                0.89565,                0.96229,                0.96672,                0.69812,                  1.136,                0.87005,                 1.1004,              0.0010193,              0.0010193,              0.0010193
                     53,                 1.1694,                0.61806,                 1.0737,                0.89565,                0.96229,                0.96672,                0.69812,                  1.136,                0.87005,                 1.1004,              0.0010175,              0.0010175,              0.0010175
                     54,                 1.2699,                0.73809,                 1.1062,                0.75935,                0.93951,                0.93758,                0.59157,                 1.4208,                  1.133,                 1.2758,              0.0010157,              0.0010157,              0.0010157
                     55,                 1.1844,                0.71325,                 1.1529,                0.76216,                0.88626,                0.87851,                0.52859,                 1.5143,                 1.0366,                 1.3716,              0.0010138,              0.0010138,              0.0010138
                     56,                 1.1953,                0.66323,                 1.0926,                0.77634,                0.91342,                0.96192,                0.56616,                 1.5679,                0.87379,                 1.4872,               0.001012,               0.001012,               0.001012
                     57,                 1.2721,                0.68516,                 1.1406,                0.77634,                0.91342,                0.96192,                0.56616,                 1.5679,                0.87379,                 1.4872,              0.0010102,              0.0010102,              0.0010102
                     58,                 1.2105,                0.64341,                 1.1181,                0.95658,                0.84357,                 0.9737,                0.63323,                 1.3269,                0.71255,                 1.2833,              0.0010083,              0.0010083,              0.0010083
                     59,                 1.1651,                0.64767,                 1.1181,                0.89587,                0.88654,                0.95501,                0.63651,                 1.2663,                0.73204,                  1.204,              0.0010065,              0.0010065,              0.0010065
                     60,                 1.2313,                0.66888,                 1.1255,                 0.9075,                0.89631,                0.97925,                0.61281,                 1.3882,                0.68967,                 1.2822,              0.0010047,              0.0010047,              0.0010047
                     61,                 1.1906,                0.65349,                 1.1043,                 0.9075,                0.89631,                0.97925,                0.61281,                 1.3882,                0.68967,                 1.2822,              0.0010028,              0.0010028,              0.0010028
                     62,                 1.2346,                0.68262,                 1.0832,                0.86063,                0.86504,                0.94656,                0.58463,                 1.3839,                0.90525,                 1.3109,               0.001001,               0.001001,               0.001001
                     63,                 1.1984,                0.65104,                 1.1073,                0.91319,                 0.9606,                0.97933,                0.62527,                 1.3616,                0.71181,                 1.2519,             0.00099918,             0.00099918,             0.00099918
                     64,                 1.2287,                0.71566,                 1.1594,                0.92617,                0.94964,                0.99271,                  0.609,                  1.426,                0.72541,                 1.2824,             0.00099734,             0.00099734,             0.00099734
                     65,                 1.2925,                0.75388,                 1.1429,                0.92617,                0.94964,                0.99271,                  0.609,                  1.426,                0.72541,                 1.2824,             0.00099551,             0.00099551,             0.00099551
                     66,                 1.2057,                0.64901,                  1.112,                0.89637,                0.91545,                0.96337,                 0.5608,                 1.5474,                0.79628,                 1.3466,             0.00099368,             0.00099368,             0.00099368
                     67,                 1.2796,                0.68349,                 1.1062,                0.95085,                0.99327,                0.99425,                0.57139,                 1.5547,                0.64937,                 1.4296,             0.00099185,             0.00099185,             0.00099185
                     68,                 1.2037,                0.62887,                 1.1006,                0.69981,                0.88028,                0.92836,                0.53193,                 1.6127,                 1.4079,                 1.5055,             0.00099001,             0.00099001,             0.00099001
                     69,                 1.1366,                0.62539,                 1.0653,                0.69981,                0.88028,                0.92836,                0.53193,                 1.6127,                 1.4079,                 1.5055,             0.00098818,             0.00098818,             0.00098818
                     70,                 1.1733,                0.71947,                 1.1309,                0.72517,                0.81254,                0.89157,                0.52551,                 1.6621,                 1.4773,                 1.5323,             0.00098635,             0.00098635,             0.00098635
                     71,                  1.153,                0.64983,                 1.0692,                0.91528,                0.90211,                0.98227,                0.55444,                 1.6629,                0.78865,                 1.5402,             0.00098451,             0.00098451,             0.00098451
                     72,                 1.2763,                0.63408,                 1.1342,                0.86937,                0.89823,                0.94758,                0.57153,                 1.4735,                 0.9541,                 1.3614,             0.00098268,             0.00098268,             0.00098268
                     73,                 1.1732,                0.70721,                 1.0861,                0.86937,                0.89823,                0.94758,                0.57153,                 1.4735,                 0.9541,                 1.3614,             0.00098085,             0.00098085,             0.00098085
                     74,                 1.1103,                0.62621,                 1.1183,                0.85502,                0.77233,                0.90911,                 0.5937,                 1.3339,                 1.1548,                 1.2467,             0.00097901,             0.00097901,             0.00097901
                     75,                 1.2193,                0.71805,                 1.1224,                0.89052,                0.77783,                0.90542,                 0.5692,                 1.3925,                 1.1407,                 1.2679,             0.00097718,             0.00097718,             0.00097718
                     76,                 1.1738,                0.63436,                 1.0783,                0.94542,                0.84922,                0.95869,                0.57707,                 1.5025,                0.93164,                 1.3466,             0.00097535,             0.00097535,             0.00097535
                     77,                 1.1594,                0.62776,                 1.0991,                0.94542,                0.84922,                0.95869,                0.57707,                 1.5025,                0.93164,                 1.3466,             0.00097351,             0.00097351,             0.00097351
                     78,                 1.1402,                0.60194,                 1.0706,                0.90912,                0.82787,                0.95836,                0.57516,                  1.502,                 1.0205,                 1.3926,             0.00097168,             0.00097168,             0.00097168
                     79,                 1.1173,                0.61858,                 1.0898,                0.90538,                0.87502,                0.96799,                0.60583,                 1.4137,                0.91372,                 1.3338,             0.00096985,             0.00096985,             0.00096985
                     80,                 1.1324,                0.62699,                 1.0713,                0.85085,                0.91986,                0.97417,                0.62444,                 1.4094,                0.87421,                 1.3123,             0.00096801,             0.00096801,             0.00096801
                     81,                 1.1417,                0.64209,                 1.1432,                0.85085,                0.91986,                0.97417,                0.62444,                 1.4094,                0.87421,                 1.3123,             0.00096618,             0.00096618,             0.00096618
                     82,                 1.2182,                 0.6118,                 1.1353,                0.79885,                0.83447,                0.94426,                 0.5443,                  1.585,                   1.13,                 1.4165,             0.00096435,             0.00096435,             0.00096435
                     83,                 1.2388,                0.61442,                 1.1304,                0.80793,                0.84552,                0.93092,                0.58011,                 1.4713,                 1.0149,                 1.3172,             0.00096251,             0.00096251,             0.00096251
                     84,                 1.1542,                0.58361,                 1.1085,                0.89576,                0.92509,                0.95127,                0.59118,                  1.427,                0.79579,                 1.2938,             0.00096068,             0.00096068,             0.00096068
                     85,                 1.2486,                0.59952,                 1.0989,                0.89576,                0.92509,                0.95127,                0.59118,                  1.427,                0.79579,                 1.2938,             0.00095885,             0.00095885,             0.00095885
                     86,                  1.181,                0.59308,                 1.1161,                0.91022,                0.95458,                 0.9935,                0.63649,                 1.3797,                0.67234,                 1.2385,             0.00095702,             0.00095702,             0.00095702
                     87,                 1.1669,                0.59878,                 1.1385,                 0.9019,                0.98106,                0.99425,                0.56649,                 1.5398,                0.75959,                 1.3385,             0.00095518,             0.00095518,             0.00095518
                     88,                 1.1259,                0.57234,                 1.0813,                0.86847,                0.88361,                0.95227,                0.56095,                 1.5794,                0.89161,                 1.3638,             0.00095335,             0.00095335,             0.00095335
                     89,                 1.2196,                0.61434,                 1.1373,                0.86847,                0.88361,                0.95227,                0.56095,                 1.5794,                0.89161,                 1.3638,             0.00095152,             0.00095152,             0.00095152
                     90,                 1.1821,                0.60434,                 1.1333,                 0.7574,                0.85697,                0.83955,                 0.4524,                 1.5957,                 1.1629,                 1.3829,             0.00094968,             0.00094968,             0.00094968
                     91,                 1.1572,                0.64584,                 1.0917,                0.89615,                0.92219,                0.90048,                0.56363,                  1.334,                0.99551,                 1.2271,             0.00094785,             0.00094785,             0.00094785
                     92,                  1.148,                0.56696,                  1.081,                0.90736,                0.92587,                 0.9018,                0.60427,                 1.1923,                 1.0133,                 1.1451,             0.00094602,             0.00094602,             0.00094602
                     93,                  1.141,                0.61799,                 1.1198,                0.90736,                0.92587,                 0.9018,                0.60427,                 1.1923,                 1.0133,                 1.1451,             0.00094418,             0.00094418,             0.00094418
                     94,                 1.1573,                0.63519,                 1.1074,                0.90771,                0.94117,                0.96804,                0.61859,                 1.3548,                 1.0926,                 1.2132,             0.00094235,             0.00094235,             0.00094235
                     95,                 1.1589,                0.61572,                 1.0549,                0.93719,                0.99872,                0.98992,                0.62682,                 1.3276,                0.74038,                 1.1928,             0.00094052,             0.00094052,             0.00094052
                     96,                 1.1373,                0.62797,                 1.1051,                0.97064,                      1,                  0.995,                0.65522,                 1.3008,                0.61115,                  1.183,             0.00093868,             0.00093868,             0.00093868
                     97,                 1.2188,                0.59599,                 1.0797,                0.97064,                      1,                  0.995,                0.65522,                 1.3008,                0.61115,                  1.183,             0.00093685,             0.00093685,             0.00093685
                     98,                 1.0834,                0.57388,                 1.0569,                0.93433,                0.93341,                  0.995,                0.63516,                 1.3972,                0.66941,                 1.2515,             0.00093502,             0.00093502,             0.00093502
                     99,                  1.097,                0.59632,                 1.0595,                0.96919,                 0.9275,                  0.995,                 0.6236,                 1.4757,                0.58722,                 1.3326,             0.00093318,             0.00093318,             0.00093318
                    100,                 1.1549,                0.57595,                 1.0985,                0.98521,                      1,                  0.995,                0.64619,                 1.3908,                0.47745,                 1.3038,             0.00093135,             0.00093135,             0.00093135
                    101,                 1.1541,                0.58412,                 1.0847,                0.98521,                      1,                  0.995,                0.64619,                 1.3908,                0.47745,                 1.3038,             0.00092952,             0.00092952,             0.00092952
                    102,                 1.0676,                0.56265,                 1.0808,                0.99022,                      1,                  0.995,                0.64512,                 1.3927,                0.46137,                 1.3089,             0.00092769,             0.00092769,             0.00092769
                    103,                 1.1523,                 0.5597,                 1.0808,                 0.9898,                      1,                  0.995,                0.61088,                 1.4882,                  0.473,                 1.3666,             0.00092585,             0.00092585,             0.00092585
                    104,                 1.0918,                0.57721,                 1.0738,                0.99198,                      1,                  0.995,                 0.5956,                 1.5397,                0.50803,                 1.3886,             0.00092402,             0.00092402,             0.00092402
                    105,                 1.1952,                0.60104,                 1.1637,                0.99198,                      1,                  0.995,                 0.5956,                 1.5397,                0.50803,                 1.3886,             0.00092219,             0.00092219,             0.00092219
                    106,                 1.1221,                0.56159,                 1.0794,                0.98605,                      1,                  0.995,                0.62171,                 1.4428,                0.50241,                 1.3058,             0.00092035,             0.00092035,             0.00092035
                    107,                   1.08,                0.55498,                 1.0604,                 0.9907,                0.97929,                  0.995,                0.63318,                 1.4151,                0.51894,                 1.2872,             0.00091852,             0.00091852,             0.00091852
                    108,                 1.0939,                0.55796,                 1.0882,                0.94846,                0.99028,                 0.9915,                 0.6169,                 1.4802,                0.55379,                 1.3478,             0.00091669,             0.00091669,             0.00091669
                    109,                 1.1591,                0.58428,                 1.0752,                0.94846,                0.99028,                 0.9915,                 0.6169,                 1.4802,                0.55379,                 1.3478,             0.00091485,             0.00091485,             0.00091485
                    110,                 1.0479,                0.55353,                  1.052,                0.96758,                0.96209,                 0.9918,                0.61557,                 1.5104,                0.57824,                 1.3586,             0.00091302,             0.00091302,             0.00091302
                    111,                 1.1012,                0.56793,                  1.096,                0.97945,                0.96252,                0.99377,                0.59631,                 1.5325,                0.56404,                 1.3517,             0.00091119,             0.00091119,             0.00091119
                    112,                 1.1334,                0.53378,                 1.1064,                0.95735,                0.97722,                  0.995,                  0.628,                 1.4425,                0.54364,                 1.2829,             0.00090935,             0.00090935,             0.00090935
                    113,                 1.0462,                0.53215,                  1.066,                0.95735,                0.97722,                  0.995,                  0.628,                 1.4425,                0.54364,                 1.2829,             0.00090752,             0.00090752,             0.00090752
                    114,                  1.105,                0.56112,                  1.093,                0.90666,                0.99584,                0.99377,                0.65035,                  1.326,                0.57794,                 1.2252,             0.00090569,             0.00090569,             0.00090569
                    115,                 1.1564,                0.60346,                 1.1075,                0.92639,                0.98797,                0.99377,                 0.6598,                 1.2862,                0.52488,                 1.2067,             0.00090385,             0.00090385,             0.00090385
                    116,                 1.1541,                0.55975,                 1.0824,                0.97199,                 0.9829,                  0.995,                 0.6213,                 1.3822,                0.50133,                 1.2613,             0.00090202,             0.00090202,             0.00090202
                    117,                 1.1519,                0.60456,                  1.066,                0.97199,                 0.9829,                  0.995,                 0.6213,                 1.3822,                0.50133,                 1.2613,             0.00090019,             0.00090019,             0.00090019
                    118,                 1.0799,                0.54436,                 1.0615,                0.97215,                      1,                  0.995,                0.60612,                 1.4878,                0.50834,                 1.3143,             0.00089835,             0.00089835,             0.00089835
                    119,                 1.1314,                0.56009,                 1.0778,                 0.9771,                0.99519,                  0.995,                0.59681,                 1.5147,                0.51708,                 1.3362,             0.00089652,             0.00089652,             0.00089652
                    120,                 1.1524,                0.59316,                 1.1038,                0.97502,                0.98985,                  0.995,                0.64604,                 1.3691,                0.49461,                 1.2581,             0.00089469,             0.00089469,             0.00089469
                    121,                 1.1247,                0.57119,                 1.1442,                0.97502,                0.98985,                  0.995,                0.64604,                 1.3691,                0.49461,                 1.2581,             0.00089286,             0.00089286,             0.00089286
                    122,                 1.0895,                 0.5695,                 1.0776,                0.98536,                0.99619,                  0.995,                0.67936,                 1.2153,                0.45111,                 1.1665,             0.00089102,             0.00089102,             0.00089102
                    123,                  1.129,                 0.5556,                 1.0803,                0.96588,                0.99656,                  0.995,                0.67775,                 1.2366,                0.46531,                 1.1783,             0.00088919,             0.00088919,             0.00088919
                    124,                 1.0934,                0.55285,                 1.0575,                0.94747,                0.98765,                  0.995,                0.60517,                   1.45,                0.55056,                 1.3267,             0.00088736,             0.00088736,             0.00088736
                    125,                 1.0773,                0.55912,                 1.0585,                0.94747,                0.98765,                  0.995,                0.60517,                   1.45,                0.55056,                 1.3267,             0.00088552,             0.00088552,             0.00088552
                    126,                 1.1523,                0.55125,                 1.1027,                0.84907,                      1,                0.98482,                0.52883,                 1.7446,                0.70817,                 1.5427,             0.00088369,             0.00088369,             0.00088369
                    127,                 1.0648,                0.53264,                 1.0783,                0.88043,                0.99623,                 0.9866,                0.52949,                 1.7174,                0.64175,                 1.5118,             0.00088186,             0.00088186,             0.00088186
                    128,                 1.1472,                0.56632,                 1.1242,                0.97114,                0.99055,                  0.995,                 0.5974,                 1.5203,                0.53293,                 1.3396,             0.00088002,             0.00088002,             0.00088002
                    129,                 1.0923,                0.58052,                 1.0815,                0.97114,                0.99055,                  0.995,                 0.5974,                 1.5203,                0.53293,                 1.3396,             0.00087819,             0.00087819,             0.00087819
                    130,                 1.0206,                0.55113,                 1.0382,                0.97621,                0.99481,                  0.995,                0.61927,                 1.3993,                0.50821,                 1.2734,             0.00087636,             0.00087636,             0.00087636
                    131,                 1.0738,                0.54761,                 1.0353,                0.87633,                0.97241,                0.95722,                 0.5786,                 1.4504,                0.64277,                 1.3234,             0.00087452,             0.00087452,             0.00087452
                    132,                 1.1409,                0.62452,                 1.1131,                0.87877,                0.95458,                0.96281,                0.60178,                 1.3866,                0.64055,                 1.2719,             0.00087269,             0.00087269,             0.00087269
                    133,                 1.2043,                0.57127,                 1.1163,                0.87877,                0.95458,                0.96281,                0.60178,                 1.3866,                0.64055,                 1.2719,             0.00087086,             0.00087086,             0.00087086
