                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.84223,                  0.745,                0.97234,                0.60254,                0.74697,                0.49284,                0.39961,                0.82036,                 7.7362,                0.95689,             0.00046626,             0.00046626,             0.00046626
                     16,                0.82195,                0.65114,                0.94629,                0.61639,                0.72697,                0.50848,                0.40481,                0.78772,                 6.4549,                0.94293,             0.00049632,             0.00049632,             0.00049632
                     17,                0.91426,                0.78194,                0.98735,                0.59322,                0.89469,                0.65406,                0.52354,                0.84656,                 5.1615,                0.95233,             0.00052617,             0.00052617,             0.00052617
                     18,                0.85267,                0.64774,                0.95601,                0.51558,                0.64774,                0.51648,                0.40619,                0.83589,                 6.7171,                0.94546,              0.0005558,              0.0005558,              0.0005558
                     19,                0.80431,                0.64057,                0.96394,                 0.6641,                 0.4722,                 0.4063,                0.32116,                0.82197,                 8.5081,                  0.934,              0.0005852,              0.0005852,              0.0005852
                     20,                0.82525,                0.68982,                0.95101,                0.69585,                0.57164,                0.51265,                0.40955,                0.85108,                 6.3821,                0.94353,             0.00061439,             0.00061439,             0.00061439
                     21,                0.79872,                0.55442,                0.93295,                0.65323,                0.62429,                0.52749,                0.41098,                0.91974,                 5.4433,                0.98908,             0.00064336,             0.00064336,             0.00064336
                     22,                0.83903,                0.60878,                0.94612,                0.64539,                0.62618,                0.50274,                0.37343,                0.92577,                 5.0864,                0.99991,             0.00067211,             0.00067211,             0.00067211
                     23,                0.83933,                0.61897,                 0.9721,                0.64013,                0.55767,                0.52305,                0.39818,                0.89436,                 5.1156,                0.98064,             0.00070063,             0.00070063,             0.00070063
                     24,                0.79475,                0.58293,                0.93774,                0.61485,                0.65805,                0.63425,                0.44759,                0.91419,                 2.8068,                0.98196,             0.00072894,             0.00072894,             0.00072894
                     25,                0.81287,                0.59635,                0.91226,                0.65414,                0.82965,                0.75395,                0.53805,                0.91729,                 1.5222,                0.98517,             0.00075703,             0.00075703,             0.00075703
                     26,                0.79987,                0.67626,                 0.9446,                0.81002,                0.64566,                0.77643,                0.54943,                 1.0535,                 1.3192,                 1.0487,             0.00078489,             0.00078489,             0.00078489
                     27,                0.80505,                0.72378,                0.94274,                0.85971,                 0.8199,                0.91625,                0.65836,                0.96174,                  1.335,                   1.01,             0.00081254,             0.00081254,             0.00081254
                     28,                0.83486,                0.71304,                0.93299,                 0.7807,                0.78286,                0.83088,                0.61071,                 1.0182,                 1.3551,                 1.0079,             0.00083997,             0.00083997,             0.00083997
                     29,                0.83618,                0.62107,                 0.9341,                 0.7807,                0.78286,                0.83088,                0.61071,                 1.0182,                 1.3551,                 1.0079,             0.00086718,             0.00086718,             0.00086718
                     30,                0.79799,                0.60413,                0.91308,                0.78545,                 0.6399,                0.67781,                0.46585,                 1.2393,                  1.837,                 1.1486,             0.00089416,             0.00089416,             0.00089416
                     31,                0.81247,                0.67101,                0.94166,                0.83469,                0.58174,                0.64281,                0.45376,                 1.1136,                  2.319,                 1.0743,             0.00092093,             0.00092093,             0.00092093
                     32,                0.82194,                0.66868,                0.97369,                0.79244,                0.56351,                0.58566,                0.40494,                 1.4211,                 2.6027,                 1.3484,             0.00094748,             0.00094748,             0.00094748
                     33,                 0.8599,                0.69654,                0.93853,                0.79244,                0.56351,                0.58566,                0.40494,                 1.4211,                 2.6027,                 1.3484,              0.0009738,              0.0009738,              0.0009738
                     34,                0.85179,                0.76507,                0.94938,                0.61851,                0.64648,                 0.6242,                0.42351,                  1.359,                 2.3354,                 1.2347,             0.00099001,             0.00099001,             0.00099001
                     35,                0.88568,                0.79006,                 1.0023,                0.78246,                0.57889,                0.59765,                0.42913,                 1.1412,                 3.8637,                 1.1173,             0.00099001,             0.00099001,             0.00099001
                     36,                0.84472,                0.64084,                0.95052,                0.67624,                 0.6762,                0.61108,                0.43426,                 1.0603,                 2.6837,                 1.0527,             0.00098635,             0.00098635,             0.00098635
                     37,                 0.8052,                0.55899,                0.95622,                0.67624,                 0.6762,                0.61108,                0.43426,                 1.0603,                 2.6837,                 1.0527,             0.00098268,             0.00098268,             0.00098268
                     38,                0.83731,                0.62978,                  0.958,                0.68318,                0.70617,                0.60732,                0.41398,                 1.1002,                 2.9556,                 1.0892,             0.00097901,             0.00097901,             0.00097901
                     39,                0.84148,                0.63916,                0.94249,                0.68489,                 0.8588,                0.78901,                0.54996,                 1.0534,                 2.1763,                 1.0433,             0.00097535,             0.00097535,             0.00097535
                     40,                0.97626,                0.69206,                 1.0296,                0.88227,                0.90918,                0.93747,                0.66177,                 1.0472,                 1.0485,                  1.085,             0.00097168,             0.00097168,             0.00097168
                     41,                0.81647,                0.65222,                0.95636,                0.88227,                0.90918,                0.93747,                0.66177,                 1.0472,                 1.0485,                  1.085,             0.00096801,             0.00096801,             0.00096801
                     42,                0.95145,                0.61082,                 0.9651,                0.91951,                0.95365,                 0.9731,                0.65307,                 1.1364,                 1.1871,                 1.1382,             0.00096435,             0.00096435,             0.00096435
                     43,                0.90461,                0.57696,                0.94358,                0.95054,                0.98839,                0.99377,                 0.7422,                0.90039,                0.84715,                0.99196,             0.00096068,             0.00096068,             0.00096068
                     44,                0.90235,                0.62825,                0.97813,                 0.9477,                0.93394,                0.95942,                0.71591,                 0.9075,                0.87117,                 1.0024,             0.00095702,             0.00095702,             0.00095702
                     45,                0.86323,                0.59514,                0.96366,                 0.9477,                0.93394,                0.95942,                0.71591,                 0.9075,                0.87117,                 1.0024,             0.00095335,             0.00095335,             0.00095335
                     46,                0.85097,                0.60441,                0.96402,                0.94607,                0.97622,                0.98259,                0.76832,                0.84182,                0.74035,                0.97621,             0.00094968,             0.00094968,             0.00094968
                     47,                0.85599,                0.59524,                0.95835,                0.89846,                0.98014,                0.98753,                0.77043,                0.88065,                0.86161,                0.96528,             0.00094602,             0.00094602,             0.00094602
                     48,                0.85179,                  0.549,                0.97405,                0.94985,                 0.8767,                0.97568,                0.76201,                0.86327,                 1.0674,                0.95517,             0.00094235,             0.00094235,             0.00094235
                     49,                0.82755,                0.58025,                0.95967,                0.94985,                 0.8767,                0.97568,                0.76201,                0.86327,                 1.0674,                0.95517,             0.00093868,             0.00093868,             0.00093868
                     50,                0.83927,                0.55332,                0.92935,                0.88361,                0.83179,                0.95317,                0.75665,                0.83977,                 1.2541,                0.95175,             0.00093502,             0.00093502,             0.00093502
                     51,                0.83996,                0.57286,                0.96228,                0.92469,                0.89883,                 0.9902,                0.79477,                0.83277,                 1.0035,                0.94782,             0.00093135,             0.00093135,             0.00093135
                     52,                  0.825,                0.53507,                0.96686,                0.96101,                0.90672,                0.98848,                0.78849,                0.82045,                0.97686,                0.93773,             0.00092769,             0.00092769,             0.00092769
                     53,                0.81583,                0.51636,                0.93471,                0.96101,                0.90672,                0.98848,                0.78849,                0.82045,                0.97686,                0.93773,             0.00092402,             0.00092402,             0.00092402
                     54,                0.83975,                0.52267,                0.95462,                0.95584,                0.92126,                0.99233,                0.80095,                 0.8122,                0.85051,                0.93298,             0.00092035,             0.00092035,             0.00092035
                     55,                0.80355,                0.53239,                0.96671,                 0.9581,                0.90272,                  0.986,                0.79285,                0.79381,                0.69574,                0.92616,             0.00091669,             0.00091669,             0.00091669
                     56,                0.79154,                0.52247,                0.93666,                 0.9042,                0.95016,                0.98747,                0.78793,                0.80342,                0.68059,                0.94503,             0.00091302,             0.00091302,             0.00091302
                     57,                0.77404,                 0.4929,                0.94495,                 0.9042,                0.95016,                0.98747,                0.78793,                0.80342,                0.68059,                0.94503,             0.00090935,             0.00090935,             0.00090935
                     58,                0.75994,                0.47624,                0.93506,                0.90225,                0.95411,                 0.9562,                0.75926,                0.83392,                0.67145,                0.95047,             0.00090569,             0.00090569,             0.00090569
                     59,                0.76638,                0.46089,                 0.9394,                0.93531,                   0.99,                0.99129,                0.77223,                0.85345,                0.52951,                0.95589,             0.00090202,             0.00090202,             0.00090202
                     60,                0.84198,                0.52119,                0.95102,                 0.8923,                      1,                0.98854,                0.78546,                0.79464,                 0.4526,                0.93492,             0.00089835,             0.00089835,             0.00089835
                     61,                0.78956,                0.48063,                0.92693,                 0.8923,                      1,                0.98854,                0.78546,                0.79464,                 0.4526,                0.93492,             0.00089469,             0.00089469,             0.00089469
                     62,                0.83291,                0.50417,                0.94735,                 0.9625,                      1,                0.98944,                0.78996,                0.82476,                0.43872,                0.96448,             0.00089102,             0.00089102,             0.00089102
                     63,                0.80863,                0.49235,                0.93583,                0.93255,                0.96935,                0.99233,                0.78857,                0.79391,                0.46651,                0.94993,             0.00088736,             0.00088736,             0.00088736
                     64,                0.81303,                0.53165,                0.95352,                 0.9516,                0.96585,                0.98007,                0.78688,                0.79135,                0.40396,                0.92965,             0.00088369,             0.00088369,             0.00088369
                     65,                0.82936,                 0.5219,                0.94937,                 0.9516,                0.96585,                0.98007,                0.78688,                0.79135,                0.40396,                0.92965,             0.00088002,             0.00088002,             0.00088002
                     66,                0.77464,                0.49264,                0.90592,                0.90634,                0.96308,                0.97567,                 0.7868,                0.79355,                0.45339,                0.92447,             0.00087636,             0.00087636,             0.00087636
                     67,                0.79385,                0.47127,                0.93418,                  0.858,                0.97602,                0.96274,                0.76049,                0.82957,                0.54557,                0.93829,             0.00087269,             0.00087269,             0.00087269
                     68,                0.78312,                0.50748,                0.93837,                 0.8681,                0.90079,                0.92919,                0.74195,                0.83816,                0.67969,                0.93901,             0.00086902,             0.00086902,             0.00086902
                     69,                0.77059,                0.50009,                0.91547,                 0.8681,                0.90079,                0.92919,                0.74195,                0.83816,                0.67969,                0.93901,             0.00086536,             0.00086536,             0.00086536
                     70,                  0.769,                0.52775,                0.93446,                0.79477,                0.81324,                0.89638,                0.72197,                0.81232,                 1.1216,                0.92512,             0.00086169,             0.00086169,             0.00086169
                     71,                0.79765,                 0.6156,                0.93117,                0.81494,                0.79808,                0.89038,                0.70866,                0.84092,                0.99784,                0.93475,             0.00085803,             0.00085803,             0.00085803
                     72,                0.80599,                0.55391,                0.93535,                0.84146,                0.78757,                0.93587,                0.75183,                0.81423,                0.90505,                0.92031,             0.00085436,             0.00085436,             0.00085436
                     73,                0.77256,                0.49391,                0.91549,                0.84146,                0.78757,                0.93587,                0.75183,                0.81423,                0.90505,                0.92031,             0.00085069,             0.00085069,             0.00085069
                     74,                0.73787,                0.44747,                0.94118,                0.80568,                0.85765,                0.96015,                 0.7796,                0.79715,                0.74593,                0.90917,             0.00084703,             0.00084703,             0.00084703
                     75,                0.75987,                0.47608,                 0.9327,                0.84083,                0.87459,                0.94709,                0.75888,                0.81218,                0.81588,                0.91345,             0.00084336,             0.00084336,             0.00084336
                     76,                0.76265,                0.49737,                0.93466,                0.84628,                0.81862,                0.90881,                0.72243,                0.81464,                 1.1925,                 0.9116,             0.00083969,             0.00083969,             0.00083969
                     77,                0.74612,                0.54944,                0.91233,                0.84628,                0.81862,                0.90881,                0.72243,                0.81464,                 1.1925,                 0.9116,             0.00083603,             0.00083603,             0.00083603
                     78,                 0.7681,                0.49293,                 0.9167,                0.80987,                0.85789,                0.92354,                 0.7208,                0.85673,                 1.0259,                0.93249,             0.00083236,             0.00083236,             0.00083236
                     79,                0.84097,                0.55503,                0.97321,                0.85293,                0.90542,                0.94495,                0.74229,                0.84091,                0.66613,                0.93172,             0.00082869,             0.00082869,             0.00082869
                     80,                0.74067,                0.48259,                0.91116,                0.91725,                0.93711,                0.96703,                0.77065,                0.82096,                0.48398,                0.92494,             0.00082503,             0.00082503,             0.00082503
                     81,                0.77447,                0.47386,                0.95857,                0.91725,                0.93711,                0.96703,                0.77065,                0.82096,                0.48398,                0.92494,             0.00082136,             0.00082136,             0.00082136
                     82,                0.76805,                0.43649,                0.92988,                0.95674,                0.98182,                0.96115,                0.78311,                  0.817,                0.44618,                0.92907,              0.0008177,              0.0008177,              0.0008177
                     83,                0.75555,                0.42118,                0.93808,                 0.9668,                0.98182,                0.95855,                0.78232,                0.81805,                0.45317,                0.93287,             0.00081403,             0.00081403,             0.00081403
                     84,                0.77032,                0.48275,                0.94783,                0.90286,                0.90558,                0.91596,                0.72895,                0.84967,                0.61147,                0.94569,             0.00081036,             0.00081036,             0.00081036
                     85,                0.81319,                0.45289,                0.91819,                0.90286,                0.90558,                0.91596,                0.72895,                0.84967,                0.61147,                0.94569,              0.0008067,              0.0008067,              0.0008067
                     86,                0.79001,                0.50042,                0.94192,                0.66014,                0.80807,                0.72782,                0.58407,                0.84875,                 1.1377,                0.93232,             0.00080303,             0.00080303,             0.00080303
                     87,                0.78845,                0.49118,                 0.9475,                0.74355,                0.84456,                0.82882,                0.66843,                0.82693,                 1.0366,                0.92785,             0.00079936,             0.00079936,             0.00079936
                     88,                0.77426,                0.48926,                0.94804,                0.94743,                0.94387,                0.98319,                0.78704,                  0.854,                0.53761,                0.93988,              0.0007957,              0.0007957,              0.0007957
                     89,                0.75791,                0.44491,                0.92846,                0.94743,                0.94387,                0.98319,                0.78704,                  0.854,                0.53761,                0.93988,             0.00079203,             0.00079203,             0.00079203
                     90,                0.74633,                0.46114,                0.92063,                0.96186,                0.97108,                  0.995,                0.79032,                0.86559,                0.42709,                 0.9477,             0.00078837,             0.00078837,             0.00078837
                     91,                0.75083,                0.44355,                0.93804,                0.95094,                0.98139,                0.99452,                0.80395,                0.83623,                0.43986,                0.94731,              0.0007847,              0.0007847,              0.0007847
                     92,                0.75427,                0.47855,                0.90907,                0.90732,                0.96261,                0.99191,                0.79559,                0.83758,                0.52668,                0.95204,             0.00078103,             0.00078103,             0.00078103
                     93,                0.77106,                0.48321,                0.94849,                0.90732,                0.96261,                0.99191,                0.79559,                0.83758,                0.52668,                0.95204,             0.00077737,             0.00077737,             0.00077737
                     94,                0.78103,                0.50169,                0.95219,                0.90962,                0.89246,                0.96016,                0.77424,                0.83257,                0.72127,                0.94469,              0.0007737,              0.0007737,              0.0007737
                     95,                0.71558,                  0.454,                0.89968,                0.91636,                0.94068,                0.96932,                0.78165,                0.83582,                0.57513,                0.94226,             0.00077003,             0.00077003,             0.00077003
                     96,                0.76622,                0.46837,                0.95639,                0.95232,                0.96244,                0.98293,                0.80219,                0.81539,                0.46756,                0.92489,             0.00076637,             0.00076637,             0.00076637
                     97,                0.81292,                0.50097,                0.92082,                0.95232,                0.96244,                0.98293,                0.80219,                0.81539,                0.46756,                0.92489,              0.0007627,              0.0007627,              0.0007627
                     98,                0.73263,                0.43832,                0.91189,                0.90463,                0.93787,                0.94477,                0.75217,                0.85437,                 0.5668,                0.93896,             0.00075904,             0.00075904,             0.00075904
                     99,                0.72372,                0.43946,                0.91168,                0.82514,                0.94188,                 0.9339,                0.73378,                0.86338,                0.64919,                0.94294,             0.00075537,             0.00075537,             0.00075537
                    100,                0.74932,                0.45522,                0.93724,                0.85344,                0.93625,                0.92296,                0.73064,                 0.8385,                 0.6752,                0.93123,              0.0007517,              0.0007517,              0.0007517
                    101,                0.70965,                0.41205,                0.91694,                0.85344,                0.93625,                0.92296,                0.73064,                 0.8385,                 0.6752,                0.93123,             0.00074804,             0.00074804,             0.00074804
                    102,                0.72612,                0.41424,                0.93874,                0.90394,                0.93411,                0.95479,                0.76469,                0.85167,                0.55692,                0.93393,             0.00074437,             0.00074437,             0.00074437
                    103,                0.72449,                0.45896,                0.90872,                  0.904,                0.95713,                0.97375,                0.79406,                0.83739,                0.49735,                0.92459,              0.0007407,              0.0007407,              0.0007407
                    104,                0.74272,                0.43704,                 0.9358,                0.86768,                  0.938,                0.96446,                0.78057,                0.82368,                0.61272,                0.91998,             0.00073704,             0.00073704,             0.00073704
                    105,                0.75274,                0.47556,                0.93284,                0.86768,                  0.938,                0.96446,                0.78057,                0.82368,                0.61272,                0.91998,             0.00073337,             0.00073337,             0.00073337
                    106,                0.70508,                0.40544,                0.90282,                0.84079,                0.93298,                0.95525,                0.77755,                 0.8042,                0.75693,                0.91224,              0.0007297,              0.0007297,              0.0007297
                    107,                0.70674,                0.44164,                0.91016,                0.96887,                0.98182,                0.97616,                0.78403,                0.80834,                0.41479,                0.91191,             0.00072604,             0.00072604,             0.00072604
                    108,                0.70787,                0.42787,                0.90641,                0.97027,                0.98182,                0.98956,                0.79455,                 0.8204,                0.38523,                0.92164,             0.00072237,             0.00072237,             0.00072237
                    109,                0.70647,                0.50922,                0.92056,                0.97027,                0.98182,                0.98956,                0.79455,                 0.8204,                0.38523,                0.92164,             0.00071871,             0.00071871,             0.00071871
                    110,                0.69878,                0.44844,                0.89313,                0.97271,                0.98182,                0.99223,                0.79408,                0.82565,                0.39242,                0.92436,             0.00071504,             0.00071504,             0.00071504
                    111,                0.74468,                0.43906,                 0.9375,                0.93651,                0.96237,                0.97975,                0.76693,                0.86324,                0.42422,                0.94259,             0.00071137,             0.00071137,             0.00071137
                    112,                  0.784,                0.47625,                0.94589,                0.95775,                0.93354,                0.97849,                0.77039,                0.86669,                0.41551,                0.95023,             0.00070771,             0.00070771,             0.00070771
                    113,                0.75408,                0.45338,                0.93079,                0.95775,                0.93354,                0.97849,                0.77039,                0.86669,                0.41551,                0.95023,             0.00070404,             0.00070404,             0.00070404
                    114,                0.73893,                0.45018,                0.93034,                0.92134,                 0.8939,                0.97166,                0.75409,                0.87846,                0.55517,                0.96043,             0.00070037,             0.00070037,             0.00070037
                    115,                0.74341,                0.52394,                0.92916,                0.79237,                0.88634,                0.96365,                0.74094,                0.90444,                0.81903,                0.97074,             0.00069671,             0.00069671,             0.00069671
                    116,                0.80541,                0.52439,                0.95657,                0.84778,                0.94558,                0.97546,                0.77879,                0.84495,                0.59881,                0.94323,             0.00069304,             0.00069304,             0.00069304
                    117,                 0.7315,                0.49727,                0.92543,                0.84778,                0.94558,                0.97546,                0.77879,                0.84495,                0.59881,                0.94323,             0.00068938,             0.00068938,             0.00068938
                    118,                0.77439,                0.46077,                0.93521,                0.92721,                0.96681,                 0.9815,                0.80151,                0.79978,                0.42823,                0.92442,             0.00068571,             0.00068571,             0.00068571
                    119,                 0.8039,                0.47489,                 0.9341,                0.93684,                0.98555,                0.98956,                0.80918,                0.81495,                0.38362,                0.92657,             0.00068204,             0.00068204,             0.00068204
                    120,                0.77349,                0.46036,                 0.9384,                0.95208,                0.99462,                 0.9935,                0.80801,                 0.7953,                0.38091,                0.92004,             0.00067838,             0.00067838,             0.00067838
                    121,                 0.7443,                0.43803,                0.93196,                0.95208,                0.99462,                 0.9935,                0.80801,                 0.7953,                0.38091,                0.92004,             0.00067471,             0.00067471,             0.00067471
                    122,                0.69823,                0.38708,                0.90856,                0.93683,                0.95034,                  0.992,                0.80512,                0.81524,                0.41218,                0.92792,             0.00067104,             0.00067104,             0.00067104
                    123,                0.68945,                0.39768,                0.91077,                0.83964,                0.95018,                0.98618,                0.79962,                0.82777,                0.53681,                0.93116,             0.00066738,             0.00066738,             0.00066738
                    124,                0.65896,                0.40392,                0.88761,                0.83724,                0.93195,                0.94946,                0.76545,                0.83107,                0.69195,                0.93297,             0.00066371,             0.00066371,             0.00066371
                    125,                0.68949,                0.40568,                0.91271,                0.83724,                0.93195,                0.94946,                0.76545,                0.83107,                0.69195,                0.93297,             0.00066005,             0.00066005,             0.00066005
                    126,                0.66722,                0.37815,                 0.8969,                0.87233,                0.90774,                0.94935,                0.74833,                0.84188,                0.73366,                0.93917,             0.00065638,             0.00065638,             0.00065638
                    127,                 0.6824,                0.40756,                0.90514,                0.86993,                 0.9158,                0.93353,                0.73915,                0.84279,                0.71393,                0.93739,             0.00065271,             0.00065271,             0.00065271
                    128,                0.70864,                 0.3969,                0.93964,                0.92909,                0.94556,                0.98012,                0.77903,                0.85669,                0.52254,                0.93596,             0.00064905,             0.00064905,             0.00064905
                    129,                0.68077,                0.37966,                0.91579,                0.92909,                0.94556,                0.98012,                0.77903,                0.85669,                0.52254,                0.93596,             0.00064538,             0.00064538,             0.00064538
                    130,                0.71587,                0.44161,                0.91945,                0.94476,                0.95125,                0.98559,                0.78212,                0.86314,                0.50128,                0.93252,             0.00064171,             0.00064171,             0.00064171
                    131,                0.72337,                0.42337,                0.89294,                0.91496,                0.96948,                0.98591,                0.78566,                0.85166,                0.49158,                0.92991,             0.00063805,             0.00063805,             0.00063805
                    132,                 0.6876,                0.40312,                0.90246,                0.92596,                0.94626,                0.98311,                0.77537,                0.84655,                0.45924,                0.92859,             0.00063438,             0.00063438,             0.00063438
                    133,                0.67021,                0.37461,                0.89385,                0.92596,                0.94626,                0.98311,                0.77537,                0.84655,                0.45924,                0.92859,             0.00063071,             0.00063071,             0.00063071
                    134,                0.69267,                0.38763,                0.90237,                0.92932,                0.94566,                0.98076,                0.77088,                0.87439,                0.46468,                0.93378,             0.00062705,             0.00062705,             0.00062705
                    135,                0.72813,                0.40457,                0.90718,                0.92483,                0.91963,                 0.9672,                0.76073,                0.86269,                 0.5058,                0.92989,             0.00062338,             0.00062338,             0.00062338
                    136,                0.69549,                0.40924,                0.92747,                0.89299,                0.94906,                0.95846,                0.75505,                0.85341,                0.52336,                0.92554,             0.00061972,             0.00061972,             0.00061972
                    137,                0.70821,                0.38855,                0.92735,                0.89299,                0.94906,                0.95846,                0.75505,                0.85341,                0.52336,                0.92554,             0.00061605,             0.00061605,             0.00061605
                    138,                0.69281,                0.39249,                0.90456,                0.88235,                0.92528,                0.95611,                0.75344,                0.84624,                0.66808,                0.92405,             0.00061238,             0.00061238,             0.00061238
                    139,                0.71392,                0.41164,                 0.9053,                0.96868,                 0.9929,                  0.995,                0.79134,                0.85717,                0.38463,                0.92878,             0.00060872,             0.00060872,             0.00060872
                    140,                0.69744,                0.40213,                0.91302,                 0.9896,                      1,                  0.995,                0.79196,                0.86068,                0.35069,                0.92229,             0.00060505,             0.00060505,             0.00060505
                    141,                0.67452,                0.38388,                0.88069,                 0.9896,                      1,                  0.995,                0.79196,                0.86068,                0.35069,                0.92229,             0.00060138,             0.00060138,             0.00060138
                    142,                0.66837,                0.42616,                0.89197,                0.99414,                0.98727,                  0.995,                0.79105,                0.84711,                0.35063,                0.91623,             0.00059772,             0.00059772,             0.00059772
                    143,                0.66967,                 0.3925,                0.89645,                0.97563,                 0.9836,                  0.995,                0.79027,                0.83536,                0.35061,                0.91255,             0.00059405,             0.00059405,             0.00059405
                    144,                0.67928,                0.41068,                0.90373,                0.97262,                0.98182,                 0.9935,                0.80403,                0.82598,                0.35273,                0.91412,             0.00059039,             0.00059039,             0.00059039
                    145,                0.70325,                0.40223,                0.91569,                0.97262,                0.98182,                 0.9935,                0.80403,                0.82598,                0.35273,                0.91412,             0.00058672,             0.00058672,             0.00058672
                    146,                0.68017,                 0.3834,                0.89456,                0.96605,                0.97916,                0.98938,                0.79435,                0.87663,                0.39186,                0.93564,             0.00058305,             0.00058305,             0.00058305
                    147,                0.70502,                  0.403,                0.89336,                0.95884,                0.97238,                 0.9902,                0.79385,                0.89885,                0.44842,                0.94595,             0.00057939,             0.00057939,             0.00057939
                    148,                0.68574,                0.37345,                0.91092,                0.95037,                0.96725,                0.98414,                0.79094,                0.88274,                 0.4415,                0.93935,             0.00057572,             0.00057572,             0.00057572
                    149,                0.67107,                0.39332,                0.90084,                0.95037,                0.96725,                0.98414,                0.79094,                0.88274,                 0.4415,                0.93935,             0.00057205,             0.00057205,             0.00057205
                    150,                0.70245,                0.40035,                0.92254,                0.96223,                0.94363,                 0.9839,                0.78109,                0.88399,                0.43953,                0.94132,             0.00056839,             0.00056839,             0.00056839
                    151,                0.69239,                0.40655,                0.92912,                 0.9585,                0.92979,                0.98972,                0.78369,                0.87414,                0.43084,                0.93935,             0.00056472,             0.00056472,             0.00056472
                    152,                0.67626,                0.37999,                0.89633,                0.95751,                0.96775,                  0.988,                0.77634,                0.86922,                0.40311,                0.93753,             0.00056105,             0.00056105,             0.00056105
                    153,                0.66476,                 0.3804,                0.89851,                0.95751,                0.96775,                  0.988,                0.77634,                0.86922,                0.40311,                0.93753,             0.00055739,             0.00055739,             0.00055739
                    154,                0.67001,                0.37149,                0.91163,                0.97085,                0.98182,                0.98938,                0.78222,                0.88142,                0.37739,                 0.9465,             0.00055372,             0.00055372,             0.00055372
                    155,                 0.7297,                0.41501,                0.94221,                0.97184,                0.98182,                0.98865,                0.78692,                 0.8631,                0.37176,                0.94413,             0.00055006,             0.00055006,             0.00055006
                    156,                0.67424,                0.42068,                0.92484,                0.96869,                 0.9755,                0.99223,                0.80426,                0.83903,                0.34964,                0.93378,             0.00054639,             0.00054639,             0.00054639
                    157,                0.66059,                0.38756,                0.90594,                0.96869,                 0.9755,                0.99223,                0.80426,                0.83903,                0.34964,                0.93378,             0.00054272,             0.00054272,             0.00054272
                    158,                0.69333,                0.39389,                0.91294,                 0.9618,                0.96754,                0.98956,                0.80227,                0.82666,                0.35524,                0.92185,             0.00053906,             0.00053906,             0.00053906
                    159,                0.70967,                0.38508,                0.92033,                0.92308,                0.99079,                0.98956,                0.80357,                0.81986,                0.37066,                0.91462,             0.00053539,             0.00053539,             0.00053539
